CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0031_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10031.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 3
CASTNO = 1
DATE = 20161124
TIME = 2137
LATITUDE = 22.7705
LONGITUDE = -110
DEPTH = 1256
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
       275,2,   10.4935,2,   34.5153,2,      15.2,2,        23,     4.706,      -999,      -999
       276,2,   10.4328,2,   34.5124,2,      16.7,2,        27,     4.707,      -999,      -999
       277,2,    10.367,2,   34.5068,2,      18.1,2,        26,     4.707,      -999,      -999
       278,2,   10.3021,2,   34.4973,2,      18.8,2,        25,     4.707,      -999,      -999
       279,2,   10.2233,2,     34.49,2,      18.9,2,        23,     4.706,      -999,      -999
       280,2,   10.1859,2,   34.4965,2,        19,2,        27,     4.706,      -999,      -999
       281,2,   10.1795,2,   34.5026,2,        19,2,        28,     4.707,      -999,      -999
       282,2,   10.2059,2,   34.5104,2,      18.6,2,        25,     4.706,      -999,      -999
       283,2,   10.2508,2,   34.5267,2,      17.8,2,        24,     4.706,      -999,      -999
       284,2,   10.2527,2,   34.5331,2,      16.8,2,        21,     4.707,      -999,      -999
       285,2,   10.2123,2,   34.5286,2,      15.9,2,        22,     4.708,      -999,      -999
       286,2,   10.1738,2,    34.524,2,      14.8,2,        24,     4.707,      -999,      -999
       287,2,   10.1354,2,   34.5211,2,        14,2,        27,     4.708,      -999,      -999
       288,2,   10.1286,2,   34.5206,2,      13.7,2,        24,     4.707,      -999,      -999
       289,2,   10.1299,2,   34.5223,2,      13.8,2,        21,     4.707,      -999,      -999
       290,2,   10.1161,2,   34.5231,2,        14,2,        21,     4.707,      -999,      -999
       291,2,   10.1131,2,   34.5233,2,      14.1,2,        22,     4.708,      -999,      -999
       292,2,   10.1123,2,   34.5233,2,        14,2,        28,     4.707,      -999,      -999
       293,2,   10.0918,2,   34.5226,2,      13.8,2,        38,     4.707,      -999,      -999
       294,2,   10.0665,2,   34.5222,2,      13.6,2,        31,     4.707,      -999,      -999
       295,2,   10.0363,2,    34.516,2,      13.6,2,        22,     4.708,      -999,      -999
       296,2,    10.018,2,   34.5157,2,      13.5,2,        19,     4.707,      -999,      -999
       297,2,   10.0357,2,   34.5205,2,      13.6,2,        17,     4.708,      -999,      -999
       298,2,   10.0349,2,   34.5218,2,      13.5,2,        17,     4.708,      -999,      -999
       299,2,   10.0229,2,   34.5211,2,      13.6,2,        19,     4.708,      -999,      -999
       300,2,   10.0033,2,   34.5211,2,      13.5,2,        21,     4.708,      -999,      -999
       301,2,   10.0188,2,   34.5279,2,      13.1,2,        31,     4.708,      -999,      -999
       302,2,   10.0378,2,   34.5361,2,      12.7,2,        36,     4.708,      -999,      -999
       303,2,     10.04,2,    34.544,2,        12,2,        31,     4.708,      -999,      -999
       304,2,   10.0774,2,   34.5535,2,      11.3,2,        25,     4.708,      -999,      -999
       305,2,   10.0851,2,   34.5556,2,      10.8,2,        20,     4.708,      -999,      -999
       306,2,   10.0911,2,   34.5576,2,      10.3,2,        18,     4.708,      -999,      -999
       307,2,   10.0593,2,   34.5548,2,       9.9,2,        19,     4.708,      -999,      -999
       308,2,   10.0247,2,   34.5545,2,       9.6,2,        23,     4.708,      -999,      -999
       309,2,      9.97,2,   34.5467,2,       9.5,2,        28,     4.708,      -999,      -999
       310,2,    9.8208,2,   34.5238,2,       9.5,2,        29,     4.708,      -999,      -999
       311,2,    9.7097,2,   34.5099,2,       9.7,2,        27,     4.708,      -999,      -999
       312,2,    9.7267,2,   34.5249,2,      10.2,2,        24,     4.708,      -999,      -999
       313,2,    9.7731,2,   34.5413,2,      10.6,2,        22,     4.708,      -999,      -999
       314,2,    9.7802,2,   34.5499,2,      10.7,2,        22,     4.708,      -999,      -999
       315,2,    9.7931,2,    34.558,2,      10.1,2,        22,     4.708,      -999,      -999
       316,2,    9.8048,2,   34.5691,2,       9.1,2,        24,     4.707,      -999,      -999
       317,2,    9.8054,2,   34.5729,2,       7.9,2,        27,     4.707,      -999,      -999
       318,2,    9.8014,2,   34.5726,2,       6.8,2,        27,     4.708,      -999,      -999
       319,2,    9.8018,2,   34.5729,2,       6.1,2,        24,     4.706,      -999,      -999
       320,2,    9.8013,2,   34.5727,2,       5.7,2,        24,     4.707,      -999,      -999
       321,2,    9.7998,2,    34.573,2,       5.6,2,        23,     4.708,      -999,      -999
       322,2,    9.7999,2,   34.5732,2,       5.7,2,        22,     4.708,      -999,      -999
       323,2,    9.7975,2,   34.5729,2,       5.7,2,        22,     4.707,      -999,      -999
       324,2,    9.7921,2,   34.5726,2,       5.8,2,        23,     4.708,      -999,      -999
       325,2,    9.7893,2,   34.5716,2,       5.8,2,        27,     4.707,      -999,      -999
       326,2,    9.7881,2,   34.5736,2,       5.8,2,        29,     4.707,      -999,      -999
       327,2,    9.7858,2,   34.5737,2,       5.8,2,        29,     4.708,      -999,      -999
       328,2,    9.7844,2,   34.5738,2,       5.6,2,        26,     4.707,      -999,      -999
       329,2,    9.7837,2,   34.5738,2,       5.6,2,        21,     4.706,      -999,      -999
       330,2,    9.7827,2,   34.5735,2,       5.7,2,        18,     4.707,      -999,      -999
       331,2,     9.782,2,   34.5733,2,       5.6,2,        19,     4.707,      -999,      -999
       332,2,    9.7818,2,   34.5733,2,       5.6,2,        22,     4.707,      -999,      -999
       333,2,    9.7817,2,   34.5733,2,       5.6,2,        30,     4.707,      -999,      -999
       334,2,    9.7812,2,   34.5732,2,       5.5,2,        34,     4.707,      -999,      -999
       335,2,    9.7817,2,   34.5731,2,       5.5,2,        25,     4.707,      -999,      -999
       336,2,    9.7799,2,   34.5726,2,       5.6,2,        21,     4.707,      -999,      -999
       337,2,    9.7701,2,   34.5715,2,       5.6,2,        20,     4.708,      -999,      -999
       338,2,    9.7665,2,   34.5711,2,       5.6,2,        20,     4.707,      -999,      -999
       339,2,     9.759,2,   34.5704,2,       5.6,2,        21,     4.707,      -999,      -999
       340,2,    9.7546,2,   34.5704,2,       5.6,2,        24,     4.708,      -999,      -999
       341,2,    9.7525,2,   34.5704,2,       5.7,2,        31,     4.708,      -999,      -999
       342,2,    9.7449,2,   34.5702,2,       5.7,2,        33,     4.708,      -999,      -999
       343,2,    9.7203,2,   34.5705,2,       5.7,2,        26,     4.708,      -999,      -999
       344,2,      9.68,2,   34.5697,2,       5.6,2,        22,     4.707,      -999,      -999
       345,2,    9.6335,2,   34.5687,2,       5.5,2,        20,     4.707,      -999,      -999
       346,2,    9.6223,2,   34.5689,2,       5.4,2,        20,     4.707,      -999,      -999
       347,2,    9.6114,2,    34.568,2,       5.3,2,        21,     4.707,      -999,      -999
       348,2,    9.5966,2,   34.5676,2,       5.2,2,        26,     4.706,      -999,      -999
       349,2,    9.5828,2,   34.5669,2,         5,2,        30,     4.707,      -999,      -999
       350,2,    9.5782,2,    34.567,2,       4.9,2,        25,     4.707,      -999,      -999
       351,2,    9.5751,2,   34.5671,2,       4.9,2,        23,     4.706,      -999,      -999
       352,2,    9.5743,2,    34.567,2,       4.8,2,        20,     4.706,      -999,      -999
       353,2,    9.5744,2,   34.5672,2,       4.9,2,        20,     4.707,      -999,      -999
       354,2,    9.5731,2,   34.5672,2,       4.9,2,        23,     4.707,      -999,      -999
       355,2,    9.5707,2,   34.5672,2,       4.9,2,        29,     4.707,      -999,      -999
       356,2,    9.5688,2,   34.5673,2,       4.8,2,        33,     4.707,      -999,      -999
       357,2,    9.5669,2,   34.5672,2,       4.8,2,        29,     4.707,      -999,      -999
       358,2,    9.5558,2,   34.5666,2,       4.8,2,        24,     4.707,      -999,      -999
       359,2,     9.547,2,   34.5664,2,       4.8,2,        22,     4.707,      -999,      -999
       360,2,    9.5433,2,    34.566,2,       4.8,2,        21,     4.708,      -999,      -999
       361,2,    9.5332,2,   34.5654,2,       4.8,2,        19,     4.707,      -999,      -999
       362,2,    9.5159,2,   34.5637,2,       4.8,2,        20,     4.707,      -999,      -999
       363,2,    9.4296,2,   34.5559,2,       4.8,2,        22,     4.707,      -999,      -999
       364,2,    9.3953,2,   34.5535,2,       4.8,2,        24,     4.706,      -999,      -999
       365,2,    9.3851,2,   34.5519,2,       4.8,2,        27,     4.706,      -999,      -999
       366,2,    9.3755,2,   34.5511,2,       4.7,2,        28,     4.706,      -999,      -999
       367,2,    9.3707,2,   34.5509,2,       4.7,2,        28,     4.706,      -999,      -999
       368,2,    9.3603,2,   34.5508,2,       4.8,2,        27,     4.706,      -999,      -999
       369,2,    9.3582,2,   34.5518,2,       4.8,2,        26,     4.706,      -999,      -999
       370,2,    9.3559,2,   34.5522,2,       4.7,2,        26,     4.706,      -999,      -999
       371,2,    9.3499,2,   34.5519,2,       4.7,2,        23,     4.705,      -999,      -999
       372,2,    9.3424,2,   34.5517,2,       4.7,2,        20,     4.705,      -999,      -999
       373,2,     9.331,2,   34.5504,2,       4.6,2,        19,     4.705,      -999,      -999
       374,2,    9.3147,2,   34.5497,2,       4.6,2,        21,     4.706,      -999,      -999
       375,2,    9.3079,2,   34.5506,2,       4.7,2,        24,     4.706,      -999,      -999
       376,2,    9.2509,2,   34.5462,2,       4.7,2,        27,     4.706,      -999,      -999
       377,2,    9.1732,2,    34.543,2,       4.7,2,        25,     4.706,      -999,      -999
       378,2,    9.1664,2,   34.5433,2,       4.7,2,        25,     4.706,      -999,      -999
       379,2,    9.1644,2,   34.5431,2,       4.7,2,        28,     4.707,      -999,      -999
       380,2,    9.1565,2,   34.5427,2,       4.7,2,        27,     4.707,      -999,      -999
       381,2,    9.1499,2,   34.5429,2,       4.7,2,        26,     4.707,      -999,      -999
       382,2,    9.1412,2,   34.5434,2,       4.7,2,        27,     4.706,      -999,      -999
       383,2,    9.1302,2,   34.5433,2,       4.6,2,        22,     4.707,      -999,      -999
       384,2,    9.1163,2,   34.5436,2,       4.6,2,        20,     4.707,      -999,      -999
       385,2,     9.109,2,   34.5434,2,       4.6,2,        18,     4.707,      -999,      -999
       386,2,    9.0989,2,   34.5432,2,       4.5,2,        20,     4.707,      -999,      -999
       387,2,    9.0904,2,    34.543,2,       4.5,2,        28,     4.708,      -999,      -999
       388,2,    9.0844,2,   34.5429,2,       4.5,2,        35,     4.707,      -999,      -999
       389,2,    9.0787,2,   34.5428,2,       4.5,2,        25,     4.708,      -999,      -999
       390,2,    9.0696,2,   34.5427,2,       4.5,2,        20,     4.708,      -999,      -999
       391,2,    9.0572,2,   34.5422,2,       4.5,2,        21,     4.708,      -999,      -999
       392,2,    9.0481,2,   34.5422,2,       4.5,2,        22,     4.707,      -999,      -999
       393,2,    9.0326,2,   34.5412,2,       4.5,2,        24,     4.708,      -999,      -999
       394,2,    9.0074,2,   34.5411,2,       4.5,2,        23,     4.708,      -999,      -999
       395,2,    8.9902,2,   34.5399,2,       4.5,2,        25,     4.708,      -999,      -999
       396,2,    8.9646,2,   34.5384,2,       4.4,2,        28,     4.708,      -999,      -999
       397,2,     8.874,2,   34.5349,2,       4.4,2,        28,     4.708,      -999,      -999
       398,2,    8.8071,2,   34.5334,2,       4.4,2,        25,     4.708,      -999,      -999
       399,2,    8.7891,2,   34.5326,2,       4.4,2,        23,     4.708,      -999,      -999
       400,2,    8.7825,2,   34.5323,2,       4.4,2,        24,     4.708,      -999,      -999
       401,2,    8.7649,2,   34.5315,2,       4.4,2,        28,     4.708,      -999,      -999
       402,2,     8.742,2,   34.5314,2,       4.4,2,        28,     4.708,      -999,      -999
       403,2,    8.7292,2,   34.5308,2,       4.4,2,        21,     4.708,      -999,      -999
       404,2,    8.7181,2,   34.5308,2,       4.3,2,        18,     4.708,      -999,      -999
       405,2,    8.6972,2,   34.5297,2,       4.3,2,        18,     4.708,      -999,      -999
       406,2,    8.6794,2,   34.5295,2,       4.3,2,        19,     4.708,      -999,      -999
       407,2,    8.6652,2,   34.5289,2,       4.3,2,        25,     4.708,      -999,      -999
       408,2,    8.6371,2,   34.5281,2,       4.2,2,        28,     4.708,      -999,      -999
       409,2,    8.6199,2,   34.5279,2,       4.2,2,        29,     4.708,      -999,      -999
       410,2,    8.6097,2,   34.5273,2,       4.2,2,        30,     4.708,      -999,      -999
       411,2,    8.5998,2,   34.5274,2,       4.2,2,        30,     4.708,      -999,      -999
       412,2,    8.5942,2,   34.5271,2,       4.1,2,        28,     4.708,      -999,      -999
       413,2,    8.5874,2,   34.5272,2,       4.1,2,        23,     4.708,      -999,      -999
       414,2,    8.5788,2,   34.5269,2,       4.1,2,        20,     4.708,      -999,      -999
       415,2,    8.5644,2,   34.5266,2,       4.1,2,        19,     4.708,      -999,      -999
       416,2,    8.5563,2,   34.5264,2,       4.1,2,        20,     4.708,      -999,      -999
       417,2,    8.5377,2,   34.5254,2,       4.1,2,        21,     4.708,      -999,      -999
       418,2,    8.5262,2,   34.5252,2,       4.1,2,        21,     4.708,      -999,      -999
       419,2,    8.5209,2,    34.525,2,       4.1,2,        24,     4.708,      -999,      -999
       420,2,    8.5119,2,   34.5247,2,       4.1,2,        29,     4.708,      -999,      -999
       421,2,    8.5052,2,   34.5244,2,       4.1,2,        34,     4.708,      -999,      -999
       422,2,     8.484,2,   34.5235,2,       4.1,2,        25,     4.708,      -999,      -999
       423,2,    8.4736,2,   34.5231,2,       4.1,2,        22,     4.708,      -999,      -999
       424,2,    8.4667,2,    34.523,2,       4.1,2,        22,     4.708,      -999,      -999
       425,2,    8.4442,2,   34.5212,2,       4.1,2,        24,     4.709,      -999,      -999
       426,2,    8.4079,2,   34.5206,2,       4.1,2,        27,     4.708,      -999,      -999
       427,2,    8.4053,2,   34.5203,2,       4.1,2,        26,     4.708,      -999,      -999
       428,2,    8.4044,2,   34.5203,2,       4.1,2,        24,     4.708,      -999,      -999
       429,2,     8.398,2,   34.5201,2,       4.1,2,        22,     4.708,      -999,      -999
       430,2,    8.3875,2,   34.5199,2,       4.1,2,        23,     4.709,      -999,      -999
       431,2,    8.3739,2,   34.5195,2,       4.1,2,        22,     4.708,      -999,      -999
       432,2,    8.3668,2,   34.5194,2,       4.1,2,        22,     4.708,      -999,      -999
       433,2,    8.3597,2,    34.519,2,       4.1,2,        23,     4.709,      -999,      -999
       434,2,     8.343,2,   34.5184,2,       4.1,2,        24,     4.708,      -999,      -999
       435,2,    8.3229,2,   34.5175,2,       4.1,2,        27,     4.709,      -999,      -999
       436,2,    8.3092,2,   34.5172,2,       4.1,2,        26,     4.709,      -999,      -999
       437,2,    8.3005,2,   34.5166,2,       4.1,2,        23,     4.708,      -999,      -999
       438,2,    8.2878,2,   34.5161,2,       4.2,2,        22,     4.709,      -999,      -999
       439,2,    8.2757,2,   34.5161,2,       4.2,2,        27,     4.709,      -999,      -999
       440,2,    8.2716,2,   34.5171,2,       4.2,2,        35,     4.708,      -999,      -999
       441,2,    8.2579,2,   34.5171,2,       4.2,2,        26,     4.709,      -999,      -999
       442,2,    8.2408,2,   34.5161,2,       4.2,2,        20,     4.708,      -999,      -999
       443,2,    8.2336,2,   34.5156,2,       4.2,2,        18,     4.708,      -999,      -999
       444,2,    8.2282,2,   34.5151,2,       4.2,2,        19,     4.709,      -999,      -999
       445,2,    8.2124,2,   34.5138,2,       4.2,2,        21,     4.708,      -999,      -999
       446,2,     8.199,2,   34.5133,2,       4.1,2,        25,     4.709,      -999,      -999
       447,2,    8.1861,2,    34.513,2,       4.1,2,        29,     4.709,      -999,      -999
       448,2,    8.1721,2,   34.5127,2,       4.1,2,        27,     4.708,      -999,      -999
       449,2,    8.1662,2,   34.5128,2,       4.1,2,        27,     4.709,      -999,      -999
       450,2,    8.1657,2,   34.5129,2,         4,2,        26,     4.709,      -999,      -999
       451,2,    8.1656,2,   34.5129,2,       4.1,2,        26,     4.709,      -999,      -999
       452,2,    8.1615,2,   34.5127,2,         4,2,        24,     4.709,      -999,      -999
       453,2,    8.1628,2,   34.5129,2,         4,2,        22,     4.709,      -999,      -999
       454,2,    8.1593,2,   34.5128,2,         4,2,        20,     4.709,      -999,      -999
       455,2,    8.1507,2,    34.512,2,         4,2,        21,     4.709,      -999,      -999
       456,2,    8.1146,2,   34.5123,2,         4,2,        22,     4.709,      -999,      -999
       457,2,    8.1057,2,   34.5121,2,         4,2,        29,     4.709,      -999,      -999
       458,2,    8.0937,2,   34.5116,2,         4,2,        41,     4.709,      -999,      -999
       459,2,    8.0766,2,    34.511,2,         4,2,        27,     4.709,      -999,      -999
       460,2,    8.0526,2,   34.5091,2,         4,2,        20,     4.709,      -999,      -999
       461,2,      8.02,2,   34.5089,2,         4,2,        17,     4.708,      -999,      -999
       462,2,    8.0059,2,   34.5075,2,         4,2,        17,     4.709,      -999,      -999
       463,2,     7.982,2,    34.507,2,         4,2,        18,     4.709,      -999,      -999
       464,2,    7.9773,2,   34.5073,2,         4,2,        22,     4.709,      -999,      -999
       465,2,     7.967,2,   34.5069,2,         4,2,        28,     4.709,      -999,      -999
       466,2,    7.9529,2,   34.5066,2,         4,2,        35,     4.709,      -999,      -999
       467,2,    7.9341,2,   34.5062,2,         4,2,        31,     4.709,      -999,      -999
       468,2,    7.9148,2,   34.5055,2,         4,2,        26,     4.709,      -999,      -999
       469,2,    7.9031,2,   34.5054,2,         4,2,        26,      4.71,      -999,      -999
       470,2,    7.8912,2,   34.5052,2,         4,2,        24,      4.71,      -999,      -999
       471,2,     7.854,2,   34.5037,2,         4,2,        22,     4.709,      -999,      -999
       472,2,    7.8225,2,   34.5035,2,         4,2,        19,      4.71,      -999,      -999
       473,2,    7.8071,2,   34.5036,2,         4,2,        18,     4.709,      -999,      -999
       474,2,     7.796,2,   34.5034,2,       3.9,2,        19,     4.709,      -999,      -999
       475,2,    7.7875,2,   34.5037,2,       3.9,2,        20,     4.709,      -999,      -999
       476,2,    7.7798,2,   34.5038,2,       3.9,2,        26,      4.71,      -999,      -999
       477,2,    7.7633,2,   34.5036,2,       3.8,2,        36,      4.71,      -999,      -999
       478,2,    7.7483,2,   34.5036,2,       3.8,2,        30,      4.71,      -999,      -999
       479,2,    7.7448,2,   34.5037,2,       3.8,2,        23,      4.71,      -999,      -999
       480,2,    7.7328,2,   34.5039,2,       3.8,2,        21,     4.711,      -999,      -999
       481,2,    7.7278,2,   34.5041,2,       3.8,2,        22,     4.711,      -999,      -999
       482,2,    7.7258,2,   34.5042,2,       3.8,2,        26,     4.711,      -999,      -999
       483,2,    7.7177,2,   34.5041,2,       3.7,2,        35,      4.71,      -999,      -999
       484,2,    7.7089,2,   34.5042,2,       3.7,2,        30,      4.71,      -999,      -999
       485,2,     7.703,2,   34.5042,2,       3.7,2,        22,     4.711,      -999,      -999
       486,2,    7.6948,2,    34.504,2,       3.7,2,        18,     4.711,      -999,      -999
       487,2,      7.67,2,   34.5029,2,       3.7,2,        17,     4.711,      -999,      -999
       488,2,    7.6484,2,   34.5024,2,       3.7,2,        18,     4.711,      -999,      -999
       489,2,    7.6135,2,   34.4998,2,       3.7,2,        18,     4.711,      -999,      -999
       490,2,    7.5761,2,   34.4996,2,       3.7,2,        20,     4.711,      -999,      -999
       491,2,    7.5615,2,   34.4994,2,       3.7,2,        27,     4.711,      -999,      -999
       492,2,    7.5451,2,   34.4993,2,       3.7,2,        45,     4.711,      -999,      -999
       493,2,    7.4923,2,   34.4986,2,       3.7,2,        33,     4.711,      -999,      -999
       494,2,    7.4754,2,   34.4986,2,       3.7,2,        26,     4.711,      -999,      -999
       495,2,    7.4642,2,   34.4985,2,       3.7,2,        21,     4.712,      -999,      -999
       496,2,    7.4541,2,   34.4987,2,       3.7,2,        19,     4.711,      -999,      -999
       497,2,    7.4473,2,    34.499,2,       3.6,2,        20,     4.711,      -999,      -999
       498,2,    7.4432,2,   34.4993,2,       3.6,2,        21,     4.712,      -999,      -999
       499,2,    7.4348,2,   34.4994,2,       3.6,2,        24,     4.712,      -999,      -999
       500,2,    7.4305,2,   34.4993,2,       3.6,2,        25,     4.712,      -999,      -999
       501,2,    7.4283,2,   34.4993,2,       3.6,2,        23,     4.711,      -999,      -999
       502,2,    7.4255,2,   34.4996,2,       3.6,2,        22,     4.712,      -999,      -999
       503,2,    7.4174,2,   34.4992,2,       3.6,2,        24,     4.712,      -999,      -999
       504,2,     7.398,2,   34.4994,2,       3.6,2,        27,     4.712,      -999,      -999
       505,2,      7.39,2,   34.4994,2,       3.6,2,        29,     4.711,      -999,      -999
       506,2,    7.3829,2,   34.4994,2,       3.6,2,        29,     4.712,      -999,      -999
       507,2,    7.3805,2,   34.4994,2,       3.6,2,        28,     4.712,      -999,      -999
       508,2,     7.365,2,   34.4988,2,       3.6,2,        22,     4.712,      -999,      -999
       509,2,    7.3483,2,   34.4982,2,       3.6,2,        20,     4.712,      -999,      -999
       510,2,    7.3258,2,   34.4973,2,       3.6,2,        20,     4.712,      -999,      -999
       511,2,    7.2775,2,    34.495,2,       3.6,2,        21,     4.712,      -999,      -999
       512,2,    7.2656,2,   34.4948,2,       3.6,2,        22,     4.712,      -999,      -999
       513,2,    7.2624,2,   34.4961,2,       3.6,2,        26,     4.712,      -999,      -999
       514,2,    7.2585,2,   34.4971,2,       3.6,2,        37,     4.712,      -999,      -999
       515,2,    7.2543,2,   34.4984,2,       3.6,2,        31,     4.712,      -999,      -999
       516,2,    7.2496,2,   34.4994,2,       3.6,2,        24,     4.712,      -999,      -999
       517,2,    7.2415,2,   34.5002,2,       3.6,2,        19,     4.711,      -999,      -999
       518,2,    7.2176,2,   34.5037,2,       3.6,2,        18,     4.711,      -999,      -999
       519,2,    7.2047,2,   34.5062,2,       3.5,2,        19,     4.711,      -999,      -999
       520,2,    7.1983,2,   34.5073,2,       3.5,2,        21,     4.711,      -999,      -999
       521,2,    7.1913,2,    34.508,2,       3.4,2,        24,     4.711,      -999,      -999
       522,2,    7.1882,2,   34.5082,2,       3.3,2,        24,     4.711,      -999,      -999
       523,2,    7.1844,2,   34.5086,2,       3.3,2,        30,     4.711,      -999,      -999
       524,2,     7.181,2,   34.5087,2,       3.3,2,        33,     4.711,      -999,      -999
       525,2,    7.1768,2,   34.5089,2,       3.3,2,        27,     4.711,      -999,      -999
       526,2,    7.1765,2,    34.509,2,       3.2,2,        25,     4.711,      -999,      -999
       527,2,    7.1765,2,   34.5089,2,       3.2,2,        26,      4.71,      -999,      -999
       528,2,    7.1763,2,    34.509,2,       3.2,2,        26,     4.711,      -999,      -999
       529,2,    7.1758,2,   34.5089,2,       3.2,2,        22,     4.711,      -999,      -999
       530,2,    7.1757,2,   34.5091,2,       3.2,2,        19,      4.71,      -999,      -999
       531,2,    7.1754,2,    34.509,2,       3.3,2,        20,      4.71,      -999,      -999
       532,2,    7.1753,2,   34.5089,2,       3.3,2,        21,     4.711,      -999,      -999
       533,2,    7.1731,2,    34.509,2,       3.3,2,        22,     4.711,      -999,      -999
       534,2,    7.1722,2,   34.5091,2,       3.3,2,        25,     4.711,      -999,      -999
       535,2,    7.1712,2,   34.5091,2,       3.3,2,        26,     4.711,      -999,      -999
       536,2,    7.1621,2,   34.5089,2,       3.3,2,        24,     4.711,      -999,      -999
       537,2,    7.1386,2,   34.5088,2,       3.3,2,        25,     4.712,      -999,      -999
       538,2,    7.1342,2,   34.5088,2,       3.3,2,        29,     4.712,      -999,      -999
       539,2,    7.1296,2,   34.5089,2,       3.3,2,        29,     4.711,      -999,      -999
       540,2,    7.1278,2,    34.509,2,       3.3,2,        29,     4.711,      -999,      -999
       541,2,    7.1254,2,   34.5091,2,       3.3,2,        28,     4.711,      -999,      -999
       542,2,    7.1139,2,   34.5089,2,       3.3,2,        27,     4.712,      -999,      -999
       543,2,    7.1061,2,   34.5089,2,       3.3,2,        21,     4.712,      -999,      -999
       544,2,     7.097,2,   34.5089,2,       3.3,2,        19,     4.711,      -999,      -999
       545,2,    7.0923,2,   34.5086,2,       3.3,2,        17,     4.711,      -999,      -999
       546,2,    7.0768,2,   34.5087,2,       3.3,2,        17,     4.711,      -999,      -999
       547,2,    7.0672,2,   34.5087,2,       3.3,2,        20,      4.71,      -999,      -999
       548,2,    7.0619,2,   34.5086,2,       3.3,2,        26,     4.711,      -999,      -999
       549,2,    7.0583,2,   34.5087,2,       3.3,2,        29,     4.711,      -999,      -999
       550,2,    7.0541,2,   34.5087,2,       3.3,2,        31,     4.711,      -999,      -999
       551,2,    7.0466,2,   34.5086,2,       3.3,2,        33,      4.71,      -999,      -999
       552,2,     7.032,2,   34.5084,2,       3.3,2,        32,     4.711,      -999,      -999
       553,2,    7.0304,2,   34.5085,2,       3.3,2,        27,     4.711,      -999,      -999
       554,2,     7.031,2,   34.5086,2,       3.3,2,        21,      4.71,      -999,      -999
       555,2,    7.0305,2,   34.5086,2,       3.3,2,        18,     4.711,      -999,      -999
       556,2,    7.0289,2,   34.5086,2,       3.3,2,        16,     4.711,      -999,      -999
       557,2,    7.0193,2,   34.5082,2,       3.3,2,        17,     4.711,      -999,      -999
       558,2,    7.0122,2,   34.5085,2,       3.3,2,        20,      4.71,      -999,      -999
       559,2,    7.0083,2,   34.5084,2,       3.3,2,        24,      4.71,      -999,      -999
       560,2,    7.0032,2,   34.5082,2,       3.3,2,        32,     4.711,      -999,      -999
       561,2,     6.976,2,   34.5079,2,       3.3,2,        32,     4.711,      -999,      -999
       562,2,    6.9614,2,   34.5077,2,       3.3,2,        33,      4.71,      -999,      -999
       563,2,    6.9487,2,   34.5077,2,       3.3,2,        27,      4.71,      -999,      -999
       564,2,    6.9396,2,   34.5074,2,       3.3,2,        21,      4.71,      -999,      -999
       565,2,    6.9327,2,   34.5075,2,       3.3,2,        20,      4.71,      -999,      -999
       566,2,    6.9287,2,   34.5075,2,       3.4,2,        21,      4.71,      -999,      -999
       567,2,    6.9276,2,   34.5076,2,       3.4,2,        22,     4.709,      -999,      -999
       568,2,    6.9251,2,   34.5074,2,       3.3,2,        22,      4.71,      -999,      -999
       569,2,     6.919,2,   34.5073,2,       3.3,2,        23,      4.71,      -999,      -999
       570,2,    6.9003,2,   34.5068,2,       3.3,2,        25,      4.71,      -999,      -999
       571,2,    6.8836,2,   34.5068,2,       3.3,2,        25,     4.709,      -999,      -999
